product_id,product_name_en,product_title_ar,category_ar,variant_id,variant_name_ar,role,required,file_path,alt_ar
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","main","yes","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/01-main.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","front","no","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/02-front.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي، من الأمام"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","side","no","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/03-side.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي، من الجانب"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","box","no","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/04-box.webp","محتويات صندوق ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","accessories","no","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/05-accessories.webp","ملحقات ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","main","yes","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/01-main.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","front","no","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/02-front.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي، من الأمام"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","side","no","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/03-side.webp","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي، من الجانب"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","box","no","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/04-box.webp","محتويات صندوق ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي"
"betafpv-meteor75-pro","BetaFPV Meteor75 Pro","ووب تناظري للطيران الحرّ داخل البيت","تايني ووب","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","accessories","no","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/05-accessories.webp","ملحقات ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","main","yes","web/public/assets/store/happymodel-mobula7/elrs-bnf/01-main.webp","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","front","no","web/public/assets/store/happymodel-mobula7/elrs-bnf/02-front.webp","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي، من الأمام"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","side","no","web/public/assets/store/happymodel-mobula7/elrs-bnf/03-side.webp","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي، من الجانب"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","box","no","web/public/assets/store/happymodel-mobula7/elrs-bnf/04-box.webp","محتويات صندوق ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","accessories","no","web/public/assets/store/happymodel-mobula7/elrs-bnf/05-accessories.webp","ملحقات ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","main","yes","web/public/assets/store/happymodel-mobula7/pnp/01-main.webp","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","front","no","web/public/assets/store/happymodel-mobula7/pnp/02-front.webp","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك، من الأمام"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","side","no","web/public/assets/store/happymodel-mobula7/pnp/03-side.webp","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك، من الجانب"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","box","no","web/public/assets/store/happymodel-mobula7/pnp/04-box.webp","محتويات صندوق ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك"
"happymodel-mobula7","HappyModel Mobula7","ووب اقتصادي واسع الانتشار","تايني ووب","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","accessories","no","web/public/assets/store/happymodel-mobula7/pnp/05-accessories.webp","ملحقات ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك"
"betafpv-pavo-pico","BetaFPV Pavo Pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","مقاس 2 إنش","betafpv-pavo-pico:standard","الخيار الوحيد","main","yes","web/public/assets/store/betafpv-pavo-pico/standard/01-main.webp","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد"
"betafpv-pavo-pico","BetaFPV Pavo Pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","مقاس 2 إنش","betafpv-pavo-pico:standard","الخيار الوحيد","front","no","web/public/assets/store/betafpv-pavo-pico/standard/02-front.webp","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد، من الأمام"
"betafpv-pavo-pico","BetaFPV Pavo Pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","مقاس 2 إنش","betafpv-pavo-pico:standard","الخيار الوحيد","side","no","web/public/assets/store/betafpv-pavo-pico/standard/03-side.webp","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد، من الجانب"
"betafpv-pavo-pico","BetaFPV Pavo Pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","مقاس 2 إنش","betafpv-pavo-pico:standard","الخيار الوحيد","box","no","web/public/assets/store/betafpv-pavo-pico/standard/04-box.webp","محتويات صندوق سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد"
"betafpv-pavo-pico","BetaFPV Pavo Pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","مقاس 2 إنش","betafpv-pavo-pico:standard","الخيار الوحيد","accessories","no","web/public/assets/store/betafpv-pavo-pico/standard/05-accessories.webp","ملحقات سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:analog","تماثلي","main","yes","web/public/assets/store/geprc-cinelog25/analog/01-main.webp","سينيووب 2.5 إنش للتصوير الناعم — تماثلي"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:analog","تماثلي","front","no","web/public/assets/store/geprc-cinelog25/analog/02-front.webp","سينيووب 2.5 إنش للتصوير الناعم — تماثلي، من الأمام"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:analog","تماثلي","side","no","web/public/assets/store/geprc-cinelog25/analog/03-side.webp","سينيووب 2.5 إنش للتصوير الناعم — تماثلي، من الجانب"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:analog","تماثلي","box","no","web/public/assets/store/geprc-cinelog25/analog/04-box.webp","محتويات صندوق سينيووب 2.5 إنش للتصوير الناعم — تماثلي"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:analog","تماثلي","accessories","no","web/public/assets/store/geprc-cinelog25/analog/05-accessories.webp","ملحقات سينيووب 2.5 إنش للتصوير الناعم — تماثلي"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","main","yes","web/public/assets/store/geprc-cinelog25/hd-o3/01-main.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","front","no","web/public/assets/store/geprc-cinelog25/hd-o3/02-front.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3، من الأمام"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","side","no","web/public/assets/store/geprc-cinelog25/hd-o3/03-side.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3، من الجانب"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","box","no","web/public/assets/store/geprc-cinelog25/hd-o3/04-box.webp","محتويات صندوق سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","accessories","no","web/public/assets/store/geprc-cinelog25/hd-o3/05-accessories.webp","ملحقات سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-wasp","رقمي بنظام Walksnail","main","yes","web/public/assets/store/geprc-cinelog25/hd-wasp/01-main.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بنظام Walksnail"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-wasp","رقمي بنظام Walksnail","front","no","web/public/assets/store/geprc-cinelog25/hd-wasp/02-front.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بنظام Walksnail، من الأمام"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-wasp","رقمي بنظام Walksnail","side","no","web/public/assets/store/geprc-cinelog25/hd-wasp/03-side.webp","سينيووب 2.5 إنش للتصوير الناعم — رقمي بنظام Walksnail، من الجانب"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-wasp","رقمي بنظام Walksnail","box","no","web/public/assets/store/geprc-cinelog25/hd-wasp/04-box.webp","محتويات صندوق سينيووب 2.5 إنش للتصوير الناعم — رقمي بنظام Walksnail"
"geprc-cinelog25","GEPRC Cinelog25","سينيووب 2.5 إنش للتصوير الناعم","مقاس 2.5 إنش","geprc-cinelog25:hd-wasp","رقمي بنظام Walksnail","accessories","no","web/public/assets/store/geprc-cinelog25/hd-wasp/05-accessories.webp","ملحقات سينيووب 2.5 إنش للتصوير الناعم — رقمي بنظام Walksnail"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:analog","نسخة تماثلية بطاقة 600 ميلي واط","main","yes","web/public/assets/store/geprc-smart35/analog/01-main.webp","فريستايل تحت 250 غراماً — نسخة تماثلية بطاقة 600 ميلي واط"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:analog","نسخة تماثلية بطاقة 600 ميلي واط","front","no","web/public/assets/store/geprc-smart35/analog/02-front.webp","فريستايل تحت 250 غراماً — نسخة تماثلية بطاقة 600 ميلي واط، من الأمام"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:analog","نسخة تماثلية بطاقة 600 ميلي واط","side","no","web/public/assets/store/geprc-smart35/analog/03-side.webp","فريستايل تحت 250 غراماً — نسخة تماثلية بطاقة 600 ميلي واط، من الجانب"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:analog","نسخة تماثلية بطاقة 600 ميلي واط","box","no","web/public/assets/store/geprc-smart35/analog/04-box.webp","محتويات صندوق فريستايل تحت 250 غراماً — نسخة تماثلية بطاقة 600 ميلي واط"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:analog","نسخة تماثلية بطاقة 600 ميلي واط","accessories","no","web/public/assets/store/geprc-smart35/analog/05-accessories.webp","ملحقات فريستايل تحت 250 غراماً — نسخة تماثلية بطاقة 600 ميلي واط"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:hd","نسخة رقمية","main","yes","web/public/assets/store/geprc-smart35/hd/01-main.webp","فريستايل تحت 250 غراماً — نسخة رقمية"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:hd","نسخة رقمية","front","no","web/public/assets/store/geprc-smart35/hd/02-front.webp","فريستايل تحت 250 غراماً — نسخة رقمية، من الأمام"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:hd","نسخة رقمية","side","no","web/public/assets/store/geprc-smart35/hd/03-side.webp","فريستايل تحت 250 غراماً — نسخة رقمية، من الجانب"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:hd","نسخة رقمية","box","no","web/public/assets/store/geprc-smart35/hd/04-box.webp","محتويات صندوق فريستايل تحت 250 غراماً — نسخة رقمية"
"geprc-smart35","GEPRC SMART35","فريستايل تحت 250 غراماً","مقاس 3.5 – 4 إنش","geprc-smart35:hd","نسخة رقمية","accessories","no","web/public/assets/store/geprc-smart35/hd/05-accessories.webp","ملحقات فريستايل تحت 250 غراماً — نسخة رقمية"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:o4-pro","نسخة DJI O4 Air Unit Pro","main","yes","web/public/assets/store/geprc-cinelog35/o4-pro/01-main.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة DJI O4 Air Unit Pro"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:o4-pro","نسخة DJI O4 Air Unit Pro","front","no","web/public/assets/store/geprc-cinelog35/o4-pro/02-front.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة DJI O4 Air Unit Pro، من الأمام"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:o4-pro","نسخة DJI O4 Air Unit Pro","side","no","web/public/assets/store/geprc-cinelog35/o4-pro/03-side.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة DJI O4 Air Unit Pro، من الجانب"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:o4-pro","نسخة DJI O4 Air Unit Pro","box","no","web/public/assets/store/geprc-cinelog35/o4-pro/04-box.webp","محتويات صندوق سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة DJI O4 Air Unit Pro"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:o4-pro","نسخة DJI O4 Air Unit Pro","accessories","no","web/public/assets/store/geprc-cinelog35/o4-pro/05-accessories.webp","ملحقات سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة DJI O4 Air Unit Pro"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:wtfpv","نسخة WTFPV","main","yes","web/public/assets/store/geprc-cinelog35/wtfpv/01-main.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة WTFPV"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:wtfpv","نسخة WTFPV","front","no","web/public/assets/store/geprc-cinelog35/wtfpv/02-front.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة WTFPV، من الأمام"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:wtfpv","نسخة WTFPV","side","no","web/public/assets/store/geprc-cinelog35/wtfpv/03-side.webp","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة WTFPV، من الجانب"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:wtfpv","نسخة WTFPV","box","no","web/public/assets/store/geprc-cinelog35/wtfpv/04-box.webp","محتويات صندوق سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة WTFPV"
"geprc-cinelog35","GEPRC CineLog35 V3","سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع","مقاس 3.5 – 4 إنش","geprc-cinelog35:wtfpv","نسخة WTFPV","accessories","no","web/public/assets/store/geprc-cinelog35/wtfpv/05-accessories.webp","ملحقات سينيووب 3.5 إنش بنظام رقمي من الجيل الرابع — نسخة WTFPV"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:elrs-analog","ExpressLRS + فيديو تماثلي","main","yes","web/public/assets/store/iflight-nazgul5-v3/elrs-analog/01-main.webp","خمس إنشات جاهزة للفريستايل — ExpressLRS + فيديو تماثلي"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:elrs-analog","ExpressLRS + فيديو تماثلي","front","no","web/public/assets/store/iflight-nazgul5-v3/elrs-analog/02-front.webp","خمس إنشات جاهزة للفريستايل — ExpressLRS + فيديو تماثلي، من الأمام"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:elrs-analog","ExpressLRS + فيديو تماثلي","side","no","web/public/assets/store/iflight-nazgul5-v3/elrs-analog/03-side.webp","خمس إنشات جاهزة للفريستايل — ExpressLRS + فيديو تماثلي، من الجانب"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:elrs-analog","ExpressLRS + فيديو تماثلي","box","no","web/public/assets/store/iflight-nazgul5-v3/elrs-analog/04-box.webp","محتويات صندوق خمس إنشات جاهزة للفريستايل — ExpressLRS + فيديو تماثلي"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:elrs-analog","ExpressLRS + فيديو تماثلي","accessories","no","web/public/assets/store/iflight-nazgul5-v3/elrs-analog/05-accessories.webp","ملحقات خمس إنشات جاهزة للفريستايل — ExpressLRS + فيديو تماثلي"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:crossfire-analog","Crossfire + فيديو تماثلي","main","yes","web/public/assets/store/iflight-nazgul5-v3/crossfire-analog/01-main.webp","خمس إنشات جاهزة للفريستايل — Crossfire + فيديو تماثلي"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:crossfire-analog","Crossfire + فيديو تماثلي","front","no","web/public/assets/store/iflight-nazgul5-v3/crossfire-analog/02-front.webp","خمس إنشات جاهزة للفريستايل — Crossfire + فيديو تماثلي، من الأمام"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:crossfire-analog","Crossfire + فيديو تماثلي","side","no","web/public/assets/store/iflight-nazgul5-v3/crossfire-analog/03-side.webp","خمس إنشات جاهزة للفريستايل — Crossfire + فيديو تماثلي، من الجانب"
"iflight-nazgul5-v3","iFlight Nazgul5 V3","خمس إنشات جاهزة للفريستايل","مقاس 5 إنش","iflight-nazgul5-v3:crossfire-analog","Crossfire + فيديو تماثلي","box","no","web/public/assets/store/iflight-nazgul5-v3/crossfire-analog/04-box.webp","محتويات صندوق خمس إنشات جاهزة للفريستايل — Crossfire + فيديو تماثلي"
